MR;type;STC_id;STC_n_parameters;number_of_FUTCs;local_distance;source_parameters_list;added_parameters_futc_1;removed_parameters_futc_1;changed_parameters_futc_1;added_parameters_futc_2;removed_parameters_futc_2;changed_parameters_futc_2;added_parameters_futc_3;removed_parameters_futc_3;changed_parameters_futc_3;added_parameters_futc_4;removed_parameters_futc_4;changed_parameters_futc_4;added_parameters_futc_5;removed_parameters_futc_5;changed_parameters_futc_5;added_parameters_futc_6;removed_parameters_futc_6;changed_parameters_futc_6
MR982;CONJUNCTIVE_EXTEND;Test-19;16;4;16;[title, release_date_start, user_rating_max, title_data, companies, US_certificates, languages, filming_locations, popularity_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[cast_crew, genres, instant_watch_options, plot, popularity_min, release_date_end, runtime_max, runtime_min];[];[];[countries, number_votes_max, number_votes_min, title_groups, title_type];[];[];[color_info, keyword];[];[];[user_rating_min];[];[];[];[];[];[];[];[]
MR685;CONJUNCTIVE_EXTEND;Test-13;21;3;10;[title_type, release_date_end, number_votes_min, number_votes_max, title_groups, title_data, instant_watch_options, US_certificates, countries, languages, filming_locations, popularity_min, plot, cast_crew, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[color_info, companies, popularity_max, release_date_start, runtime_min, user_rating_max, user_rating_min];[];[];[keyword, runtime_max];[];[];[genres];[];[];[];[];[];[];[];[];[];[];[]
MR379;CONJUNCTIVE_CONTRACT;Test-08;20;2;14;[title_type, release_date_start, user_rating_max, genres, title_data, instant_watch_options, US_certificates, color_info, languages, filming_locations, popularity_min, plot, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[color_info, genres, languages, popularity_min, release_date_start];[];[];[US_certificates, filming_locations, instant_watch_options, plot, runtime_max, runtime_min, title_data, title_type, user_rating_max];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR617;CONJUNCTIVE_EXTEND;Test-12;17;4;15;[title, release_date_start, user_rating_max, title_groups, companies, instant_watch_options, keyword, popularity_min, cast_crew, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[color_info, countries, genres, languages, sound_mix, title_type, user_rating_min];[];[];[filming_locations, number_votes_min, plot, popularity_max, release_date_end, title_data];[];[];[US_certificates];[];[];[number_votes_max];[];[];[];[];[];[];[];[]
MR778;CONJUNCTIVE_EXTEND;Test-15;18;2;13;[title_type, user_rating_min, genres, title_data, companies, instant_watch_options, US_certificates, color_info, countries, languages, plot, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[popularity_max, popularity_min, release_date_end, release_date_start, user_rating_max];[];[];[cast_crew, filming_locations, keyword, number_votes_max, number_votes_min, runtime_max, runtime_min, title_groups];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR156;CONJUNCTIVE_EXTEND;Test-03;24;2;7;[release_date_start, user_rating_max, number_votes_min, number_votes_max, genres, title_groups, companies, instant_watch_options, US_certificates, color_info, countries, keyword, languages, popularity_min, popularity_max, cast_crew, runtime_min, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[title_data, title_type];[];[];[filming_locations, plot, release_date_end, runtime_max, user_rating_min];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR902;CONJUNCTIVE_CONTRACT;Test-18;20;2;13;[title, release_date_end, user_rating_min, number_votes_min, genres, title_groups, title_data, companies, US_certificates, color_info, languages, popularity_max, cast_crew, runtime_min, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[cast_crew, color_info, companies, genres, popularity_max, title_data, title_groups, user_rating_min];[];[];[US_certificates, languages, number_votes_min, release_date_end, runtime_min];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR683;CONJUNCTIVE_EXTEND;Test-13;21;3;10;[title_type, release_date_end, number_votes_min, number_votes_max, title_groups, title_data, instant_watch_options, US_certificates, countries, languages, filming_locations, popularity_min, plot, cast_crew, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[keyword, user_rating_min];[];[];[color_info, companies, genres, popularity_max, runtime_max, runtime_min, user_rating_max];[];[];[release_date_start];[];[];[];[];[];[];[];[];[];[];[]
MR406;CONJUNCTIVE_EXTEND;Test-08;20;3;11;[title_type, release_date_start, user_rating_max, genres, title_data, instant_watch_options, US_certificates, color_info, languages, filming_locations, popularity_min, plot, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[cast_crew, popularity_max];[];[];[companies, keyword, release_date_end, title_groups];[];[];[countries, number_votes_max, number_votes_min, sound_mix, user_rating_min];[];[];[];[];[];[];[];[];[];[];[]
MR134;CONJUNCTIVE_CONTRACT;Test-03;24;3;18;[release_date_start, user_rating_max, number_votes_min, number_votes_max, genres, title_groups, companies, instant_watch_options, US_certificates, color_info, countries, keyword, languages, popularity_min, popularity_max, cast_crew, runtime_min, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, cast_crew, companies, genres, instant_watch_options, keyword, languages, number_votes_max, number_votes_min, popularity_max, popularity_min, release_date_start, runtime_min, sound_mix, title_groups, user_rating_max];[];[];[countries];[];[];[color_info];[];[];[];[];[];[];[];[];[];[]
MR985;CONJUNCTIVE_EXTEND;Test-19;16;5;16;[title, release_date_start, user_rating_max, title_data, companies, US_certificates, languages, filming_locations, popularity_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[countries];[];[];[cast_crew, color_info, keyword, number_votes_max, number_votes_min, release_date_end, runtime_max, runtime_min, user_rating_min];[];[];[genres, instant_watch_options, plot, popularity_min];[];[];[title_type];[];[];[title_groups];[];[];[];[];[]
MR692;SHUFFLING_EXTEND;Test-13;21;1;1;[title_type, release_date_end, number_votes_min, number_votes_max, title_groups, title_data, instant_watch_options, US_certificates, countries, languages, filming_locations, popularity_min, plot, cast_crew, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by:Popularity Descending];[];[];[sorted_by:Popularity Ascending];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR235;CONJUNCTIVE_CONTRACT;Test-05;19;4;13;[title_type, release_date_end, user_rating_min, genres, title_groups, companies, US_certificates, countries, keyword, filming_locations, popularity_max, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, companies, title_groups, user_rating_min];[];[];[popularity_max, title_type];[];[];[countries, keyword, release_date_end];[];[];[filming_locations, genres, runtime_max, sound_mix];[];[];[];[];[];[];[]
MR297;CONJUNCTIVE_EXTEND;Test-06;21;2;11;[title, user_rating_max, number_votes_min, number_votes_max, genres, title_groups, title_data, companies, instant_watch_options, color_info, popularity_min, popularity_max, plot, cast_crew, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[US_certificates, filming_locations, keyword, release_date_end, release_date_start, sound_mix, title_type, user_rating_min];[];[];[countries, languages, runtime_min];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR940;CONJUNCTIVE_EXTEND;Test-18;20;3;12;[title, release_date_end, user_rating_min, number_votes_min, genres, title_groups, title_data, companies, US_certificates, color_info, languages, popularity_max, cast_crew, runtime_min, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[runtime_max];[];[];[countries, instant_watch_options, number_votes_max, plot, popularity_min, title_type, user_rating_max];[];[];[filming_locations, keyword, release_date_start, sound_mix];[];[];[];[];[];[];[];[];[];[];[]
MR629;CONJUNCTIVE_EXTEND;Test-12;17;3;15;[title, release_date_start, user_rating_max, title_groups, companies, instant_watch_options, keyword, popularity_min, cast_crew, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[US_certificates, color_info, filming_locations, languages, number_votes_max, number_votes_min, plot, popularity_max, release_date_end, sound_mix, title_data, title_type, user_rating_min];[];[];[genres];[];[];[countries];[];[];[];[];[];[];[];[];[];[];[]
MR402;CONJUNCTIVE_EXTEND;Test-08;20;1;11;[title_type, release_date_start, user_rating_max, genres, title_data, instant_watch_options, US_certificates, color_info, languages, filming_locations, popularity_min, plot, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[cast_crew, companies, countries, keyword, number_votes_max, number_votes_min, popularity_max, release_date_end, sound_mix, title_groups, user_rating_min];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR71;CONJUNCTIVE_CONTRACT;Test-02;21;3;14;[title, title_type, release_date_start, user_rating_min, number_votes_min, number_votes_max, title_groups, title_data, countries, languages, filming_locations, popularity_min, cast_crew, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[cast_crew, countries, runtime_max, title_groups, title_type, user_rating_min];[];[];[filming_locations, number_votes_max, number_votes_min, popularity_min, release_date_start, runtime_min, title_data];[];[];[languages];[];[];[];[];[];[];[];[];[];[]
MR116;CONJUNCTIVE_CONTRACT;Test-03;24;1;18;[release_date_start, user_rating_max, number_votes_min, number_votes_max, genres, title_groups, companies, instant_watch_options, US_certificates, color_info, countries, keyword, languages, popularity_min, popularity_max, cast_crew, runtime_min, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, cast_crew, color_info, companies, countries, genres, instant_watch_options, keyword, languages, number_votes_max, number_votes_min, popularity_max, popularity_min, release_date_start, runtime_min, sound_mix, title_groups, user_rating_max];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR304;CONJUNCTIVE_EXTEND;Test-06;21;1;11;[title, user_rating_max, number_votes_min, number_votes_max, genres, title_groups, title_data, companies, instant_watch_options, color_info, popularity_min, popularity_max, plot, cast_crew, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[US_certificates, countries, filming_locations, keyword, languages, release_date_end, release_date_start, runtime_min, sound_mix, title_type, user_rating_min];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR364;CONJUNCTIVE_EXTEND;Test-07;20;5;12;[title, release_date_start, release_date_end, user_rating_min, number_votes_min, number_votes_max, genres, color_info, countries, keyword, languages, cast_crew, runtime_min, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[US_certificates, companies, popularity_max];[];[];[plot, popularity_min, title_data, title_type];[];[];[filming_locations, instant_watch_options];[];[];[user_rating_max];[];[];[runtime_max, title_groups];[];[];[];[];[]
MR255;CONJUNCTIVE_EXTEND;Test-05;19;3;12;[title_type, release_date_end, user_rating_min, genres, title_groups, companies, US_certificates, countries, keyword, filming_locations, popularity_max, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[color_info, instant_watch_options, number_votes_max, plot, title_data, user_rating_max];[];[];[number_votes_min, runtime_min];[];[];[cast_crew, languages, popularity_min, release_date_start];[];[];[];[];[];[];[];[];[];[];[]
MR167;CONJUNCTIVE_CONTRACT;Test-04;21;6;14;[title, title_type, release_date_end, user_rating_min, title_groups, title_data, companies, instant_watch_options, US_certificates, color_info, countries, filming_locations, plot, cast_crew, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates];[];[];[plot, title_groups, user_rating_min];[];[];[cast_crew, filming_locations, instant_watch_options, release_date_end, title_data, title_type];[];[];[color_info, companies];[];[];[sound_mix];[];[];[countries];[]
MR611;CONJUNCTIVE_CONTRACT;Test-12;17;3;10;[title, release_date_start, user_rating_max, title_groups, companies, instant_watch_options, keyword, popularity_min, cast_crew, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[cast_crew, instant_watch_options, popularity_min, release_date_start, runtime_max, runtime_min, title_groups];[];[];[companies, keyword];[];[];[user_rating_max];[];[];[];[];[];[];[];[];[];[]
MR962;CONJUNCTIVE_CONTRACT;Test-19;16;3;9;[title, release_date_start, user_rating_max, title_data, companies, US_certificates, languages, filming_locations, popularity_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[companies, languages, release_date_start, sound_mix, title_data];[];[];[US_certificates, popularity_max];[];[];[filming_locations, user_rating_max];[];[];[];[];[];[];[];[];[];[]
